niche,rating,review_count,website_missing,has_phone,has_description,name_token_count,address_completeness,proxy_score,worth_outreach,label_source
home services,4.72,2,0,1,0,5,0.9266898739373272,2.2,0,proxy:v1-sales-heuristic-2026-09
fitness,4.41,1,0,0,0,4,0.9624972467234745,1.8,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.46,15,0,1,0,3,0.9048696873509738,3.6,1,proxy:v1-sales-heuristic-2026-09
legal services,3.18,5,0,1,0,2,0.8553499170164502,2.2,0,proxy:v1-sales-heuristic-2026-09
food & beverage,5.0,18,0,1,0,6,0.4179526809123281,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
food & beverage,3.49,30,1,1,0,1,0.7599468506114968,6.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.99,67,0,1,0,2,0.6539221060946308,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.71,7,0,1,0,5,0.880160855320931,2.2,0,proxy:v1-sales-heuristic-2026-09
local service business,4.47,38,1,1,0,4,0.7739092119736491,5.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.68,24,0,1,1,4,0.819085891635159,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.23,3464,0,1,1,1,0.861813507891199,1.5,0,proxy:v1-sales-heuristic-2026-09
legal services,3.89,13,0,1,0,2,0.6640497681879725,3.6,1,proxy:v1-sales-heuristic-2026-09
health care,4.17,112,0,1,0,4,0.8965083823498213,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.01,21,0,1,0,2,0.7832588779017259,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.03,172,0,1,0,3,0.8644210813474061,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
automotive,4.77,10,1,1,1,6,0.6989648578965022,5.8,1,proxy:v1-sales-heuristic-2026-09
fitness,4.11,55,0,1,0,4,0.5801178522336844,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.88,22,1,1,0,4,0.7138189583424581,6.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.84,17,0,1,0,2,0.5659473563188092,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.35,49,0,1,1,4,0.6253992772630881,3.6,1,proxy:v1-sales-heuristic-2026-09
health care,3.66,17,0,0,0,6,0.9012430155181754,2.4,0,proxy:v1-sales-heuristic-2026-09
automotive,2.91,1,1,1,0,4,0.9166687522710844,5.2,1,proxy:v1-sales-heuristic-2026-09
local service business,4.37,0,0,1,0,5,0.6931006877443763,2.0,1,proxy:v1-sales-heuristic-2026-09
automotive,4.44,99,0,0,0,6,0.9461598259560146,2.4,0,proxy:v1-sales-heuristic-2026-09
health care,4.04,94,0,1,0,6,0.819682681520567,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.52,195,0,1,1,3,0.709751248312988,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.2,24,1,1,1,2,0.7353603017209672,6.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.34,5,0,1,0,2,0.878244708037372,3.0,0,proxy:v1-sales-heuristic-2026-09
local service business,3.59,15,0,0,1,5,0.9377038553563432,1.4,0,proxy:v1-sales-heuristic-2026-09
local service business,3.74,24,0,1,0,3,0.8433485039883859,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.61,8,1,0,1,5,0.48769856839643827,5.3999999999999995,0,proxy:v1-sales-heuristic-2026-09
automotive,3.95,150,0,1,1,5,0.8774771539930193,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.9,288,0,1,0,4,0.5001577146638926,1.2,0,proxy:v1-sales-heuristic-2026-09
health care,5.0,41,0,1,1,1,0.47763673980026533,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
automotive,4.34,24,0,0,0,5,0.39055395853468144,2.4,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.34,5,1,0,1,2,0.9057721244193675,4.8,1,proxy:v1-sales-heuristic-2026-09
fitness,3.95,134,1,1,1,4,0.882821804613109,6.6,0,proxy:v1-sales-heuristic-2026-09
pets,3.82,26,0,1,1,2,0.3831252928981336,3.6,1,proxy:v1-sales-heuristic-2026-09
health care,2.95,17,0,1,1,1,0.9116902237116495,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,4.68,41,1,1,0,4,0.871650233210583,5.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.4,12,0,1,0,3,0.48275898033271586,3.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.05,28,0,0,0,4,0.9648840130535883,2.4,0,proxy:v1-sales-heuristic-2026-09
home services,4.07,5,1,1,1,3,0.6884214970219591,6.0,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.55,1609,0,1,1,3,0.9226293563499811,1.5,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.29,21,0,0,1,1,0.9074184298075059,2.4,1,proxy:v1-sales-heuristic-2026-09
automotive,3.83,87,0,1,0,2,0.7794984332854547,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.53,19,0,1,1,6,0.735146096837754,3.6,1,proxy:v1-sales-heuristic-2026-09
pets,5.0,21,0,1,1,5,0.5627747730513133,2.8000000000000003,1,proxy:v1-sales-heuristic-2026-09
automotive,4.63,6,0,1,0,3,0.9749541948101421,3.0,0,proxy:v1-sales-heuristic-2026-09
home services,2.94,56,1,1,0,1,0.6540698714172676,5.8,1,proxy:v1-sales-heuristic-2026-09
fitness,3.32,1599,0,1,0,6,0.6219736745386726,1.5,0,proxy:v1-sales-heuristic-2026-09
health care,4.08,14,1,1,1,5,0.8695458170010071,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.89,24,0,1,0,1,0.7930425065001511,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,3.42,28,1,1,1,2,0.8530978753167061,5.6,1,proxy:v1-sales-heuristic-2026-09
pets,5.0,3,0,1,0,2,0.7830542122730364,2.2,0,proxy:v1-sales-heuristic-2026-09
automotive,4.32,19,0,1,0,6,0.8004762166723367,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.41,58,1,1,1,6,0.8619150044987584,6.6,1,proxy:v1-sales-heuristic-2026-09
health care,3.77,16,0,1,0,3,0.7698092179500228,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.55,19,1,0,0,2,0.4164603483485502,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
automotive,3.94,29,0,1,0,4,0.8792776064981634,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.99,21,0,1,1,2,0.33360397079718473,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.49,7,0,1,0,1,0.5595724527629069,3.0,0,proxy:v1-sales-heuristic-2026-09
food & beverage,3.25,1305,0,0,1,2,0.805423730681832,0.30000000000000004,0,proxy:v1-sales-heuristic-2026-09
automotive,5.0,73,1,0,0,2,0.8694368504642528,4.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.25,7,0,1,1,1,0.7786902700241791,2.0,1,proxy:v1-sales-heuristic-2026-09
local service business,4.85,16,0,1,1,5,0.7733745578115249,1.7999999999999998,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.56,5,1,1,0,3,0.8518036698103908,6.0,0,proxy:v1-sales-heuristic-2026-09
local service business,3.64,69,0,1,0,4,0.9008955236299804,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,3.51,22,1,1,0,4,0.6513135187065661,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.29,9,0,1,0,5,0.9256479700481005,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.19,27,1,1,0,5,0.765887586599508,5.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.89,6,0,0,0,4,0.9269805910823913,1.8,0,proxy:v1-sales-heuristic-2026-09
legal services,3.59,7,1,1,1,6,0.6282310796159634,6.0,1,proxy:v1-sales-heuristic-2026-09
local service business,3.45,4,1,1,1,4,0.8989741215435929,5.0,1,proxy:v1-sales-heuristic-2026-09
local service business,4.12,7,0,1,0,1,0.3380838250712751,2.0,0,proxy:v1-sales-heuristic-2026-09
local service business,3.89,109,0,1,1,6,0.8935062123692709,2.6,0,proxy:v1-sales-heuristic-2026-09
health care,3.77,10,0,1,0,5,0.5844116243834375,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,5.0,40,0,1,0,3,0.7693160412309253,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,4.1,9,0,1,1,3,0.9371382443001017,2.6,0,proxy:v1-sales-heuristic-2026-09
health care,4.85,56,0,1,0,6,0.9606829017314278,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
health care,3.86,7,0,1,0,3,0.8049626041845835,3.0,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.28,25,0,1,0,3,0.9490408580288154,3.6,1,proxy:v1-sales-heuristic-2026-09
health care,4.12,26,0,1,0,5,0.8398474325436877,3.6,0,proxy:v1-sales-heuristic-2026-09
automotive,3.22,317,0,1,1,2,0.8320425250529221,3.0,0,proxy:v1-sales-heuristic-2026-09
legal services,4.94,49,0,1,1,3,0.9858373809376302,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
automotive,4.08,12,1,1,1,5,0.825942924579209,6.6,1,proxy:v1-sales-heuristic-2026-09
pets,4.56,52,0,1,0,2,0.836376534646822,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.74,257,0,1,1,1,0.820629698434066,1.2,1,proxy:v1-sales-heuristic-2026-09
home services,4.06,4,0,1,0,3,0.6441043909665667,3.0,1,proxy:v1-sales-heuristic-2026-09
home services,3.67,9,0,1,1,2,0.9791881791660516,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.83,18,0,1,0,3,0.6121137022723613,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,4.32,15,0,1,0,1,0.8523845076740713,2.6,0,proxy:v1-sales-heuristic-2026-09
legal services,4.35,17,0,1,1,4,0.808828692293386,3.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.9,5,0,1,0,4,0.9516448113071108,2.2,0,proxy:v1-sales-heuristic-2026-09
automotive,4.79,114,1,1,0,2,0.8478184811798992,5.8,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.57,5,1,0,0,4,0.9013842193528003,4.8,1,proxy:v1-sales-heuristic-2026-09
home services,3.37,19,1,1,0,1,0.6380129880875349,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.77,77,1,1,0,1,0.9007876218705523,5.6,0,proxy:v1-sales-heuristic-2026-09
legal services,3.6,23,0,1,0,3,0.7735468240325671,3.6,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.55,8,1,1,0,1,0.6125595555999946,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.24,5,1,1,0,6,0.8200370002274088,5.0,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.39,19,0,1,0,2,0.9409547706922079,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.05,2158,0,1,1,3,0.9067471940722635,-0.30000000000000004,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.33,30,1,1,0,2,0.7150992155990127,6.6,1,proxy:v1-sales-heuristic-2026-09
health care,4.12,1235,1,0,1,3,0.8500990984231397,3.3,1,proxy:v1-sales-heuristic-2026-09
local service business,3.24,59,0,1,0,1,0.7280875200147009,2.6,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.44,27,1,1,1,6,0.8250363996689104,6.6,1,proxy:v1-sales-heuristic-2026-09
pets,4.36,30,0,1,0,2,0.5576630321095472,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,5.0,119,0,1,1,3,0.4494715997455925,1.7999999999999998,0,proxy:v1-sales-heuristic-2026-09
automotive,4.62,15,0,1,1,6,0.8047219597091556,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.92,11,0,1,1,3,0.9107941385927389,3.6,1,proxy:v1-sales-heuristic-2026-09
fitness,4.6,13,0,0,0,5,0.48143142868842326,2.4,0,proxy:v1-sales-heuristic-2026-09
food & beverage,3.38,19,0,1,1,1,0.7917592048461098,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.62,22,1,1,1,2,0.8618422682433595,6.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.33,9,0,1,1,5,0.7769451674100795,3.6,1,proxy:v1-sales-heuristic-2026-09
legal services,2.96,2,0,1,1,2,0.9446472219589626,2.2,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.13,13,0,1,0,3,0.5552677179889469,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.59,36,1,1,0,1,0.7409229023313677,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.21,28,0,1,0,4,0.8134010790014423,2.6,0,proxy:v1-sales-heuristic-2026-09
home services,3.56,91,1,1,0,3,0.8209519534567314,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.38,210,0,0,0,6,0.6202814704692867,0.5999999999999999,0,proxy:v1-sales-heuristic-2026-09
home services,4.16,56,0,1,0,3,0.7764599070382477,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.92,112,0,1,1,5,0.8811159367894814,1.7999999999999998,0,proxy:v1-sales-heuristic-2026-09
fitness,4.15,928,1,1,0,6,0.6785547203739881,4.5,0,proxy:v1-sales-heuristic-2026-09
automotive,3.73,160,1,1,0,6,0.7361904798523472,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.01,187,0,0,0,5,0.6316757285589911,1.4,0,proxy:v1-sales-heuristic-2026-09
home services,3.41,69,1,0,0,4,0.9618577921490765,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
automotive,4.37,53,0,1,1,3,0.8274576761757312,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.47,19,0,1,0,1,0.8611274685108028,3.6,1,proxy:v1-sales-heuristic-2026-09
pets,5.0,23,0,1,0,1,0.8169785447982305,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
automotive,3.81,16,0,1,1,3,0.6434036271579738,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.0,48,0,1,1,4,0.7845783983022991,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.83,11,1,1,0,1,0.7755047646015361,6.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.27,19,0,0,1,6,0.9213471044050499,2.4,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.36,1,1,1,0,6,0.8819819492268387,6.0,1,proxy:v1-sales-heuristic-2026-09
home services,4.12,163,0,1,1,1,0.9060339925865597,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.75,19,0,1,1,1,0.9701724494967678,2.8000000000000003,1,proxy:v1-sales-heuristic-2026-09
automotive,3.81,40,0,0,0,6,0.883347120028082,2.4,0,proxy:v1-sales-heuristic-2026-09
health care,4.69,121,0,1,0,2,0.5639908445633588,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.45,34,0,1,0,2,0.7801129419604962,3.6,1,proxy:v1-sales-heuristic-2026-09
fitness,4.14,120,1,1,0,2,0.6065749246780096,6.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.98,6,1,1,1,5,0.6007313808844101,6.0,0,proxy:v1-sales-heuristic-2026-09
automotive,5.0,342,0,1,0,1,0.8511107986459252,2.2,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.7,81,0,1,1,2,0.6111392031720048,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.31,30,0,1,1,3,0.9875064377479655,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.74,3350,0,1,1,4,0.46499013982231874,1.5,0,proxy:v1-sales-heuristic-2026-09
local service business,5.0,6,0,1,0,6,0.4890555936081548,1.2,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.64,17,0,0,1,2,0.6165768507705551,2.4,0,proxy:v1-sales-heuristic-2026-09
home services,3.78,120,0,1,1,2,0.9642795642900733,3.6,1,proxy:v1-sales-heuristic-2026-09
health care,4.43,3,0,1,0,4,0.7210873866994681,3.0,0,proxy:v1-sales-heuristic-2026-09
automotive,4.29,45,0,1,1,3,0.7946242893128141,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.87,44,0,1,0,4,0.8212431781013814,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.57,214,0,1,0,2,0.7801028986430767,3.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.36,4,0,1,1,4,0.577471079191482,3.0,0,proxy:v1-sales-heuristic-2026-09
automotive,4.27,144,0,1,0,6,0.4689302108358497,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.13,13,0,1,0,5,0.9136511127603673,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.39,15,0,1,0,5,0.964304649121703,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.28,6,0,1,0,1,0.8526595210041364,3.0,0,proxy:v1-sales-heuristic-2026-09
health care,4.18,7,1,1,0,6,0.6273259181420905,6.0,1,proxy:v1-sales-heuristic-2026-09
legal services,3.8,38,1,1,0,5,0.20545127584346262,6.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,5.0,7,0,1,0,4,0.8926944175223345,2.2,0,proxy:v1-sales-heuristic-2026-09
local service business,3.57,55,1,1,0,1,0.6889097529837647,5.6,1,proxy:v1-sales-heuristic-2026-09
fitness,4.39,11,1,1,1,4,0.5369546870730489,6.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.97,6,0,1,1,5,0.9661299190827424,2.0,0,proxy:v1-sales-heuristic-2026-09
local service business,5.0,13,0,1,1,4,0.6324448765877864,1.7999999999999998,1,proxy:v1-sales-heuristic-2026-09
automotive,3.65,35,1,1,0,1,0.9413495183716298,6.6,1,proxy:v1-sales-heuristic-2026-09
home services,3.75,18,0,0,1,1,0.7989016309565045,2.4,1,proxy:v1-sales-heuristic-2026-09
health care,3.62,25,0,1,0,3,0.9754377694863806,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.33,52,0,1,1,5,0.7668876804202598,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.39,2569,0,1,0,3,0.7701428759695876,1.5,0,proxy:v1-sales-heuristic-2026-09
local service business,3.89,17,0,1,1,5,0.7970228509496183,2.6,0,proxy:v1-sales-heuristic-2026-09
automotive,2.97,7,1,1,0,6,0.821902789541974,5.2,1,proxy:v1-sales-heuristic-2026-09
home services,4.28,26,0,0,0,6,0.6898384305468137,2.4,1,proxy:v1-sales-heuristic-2026-09
local service business,3.87,944,1,1,0,4,0.8625972503148547,3.5,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.33,4,0,1,0,5,0.6522352726492341,3.0,0,proxy:v1-sales-heuristic-2026-09
home services,4.75,9,1,1,0,1,0.9860638492184719,5.8,1,proxy:v1-sales-heuristic-2026-09
local service business,3.43,11,1,1,1,1,0.3917070336597263,5.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.59,19,1,1,0,5,0.6609599116434883,6.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.76,10,0,0,0,5,0.5504868972364905,2.4,0,proxy:v1-sales-heuristic-2026-09
automotive,5.0,53,1,1,1,2,0.5989996235551344,5.8,1,proxy:v1-sales-heuristic-2026-09
local service business,4.56,4,0,1,0,4,0.3321275152265978,2.0,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.6,2392,1,1,0,2,0.8348184589551292,4.5,1,proxy:v1-sales-heuristic-2026-09
home services,3.65,16,0,0,1,1,0.7878085710217521,2.4,0,proxy:v1-sales-heuristic-2026-09
automotive,4.48,20,0,0,1,3,0.9165178918473975,2.4,0,proxy:v1-sales-heuristic-2026-09
home services,4.01,4,0,1,0,3,0.9565912059770437,3.0,0,proxy:v1-sales-heuristic-2026-09
local service business,4.06,12,0,1,0,5,0.9180272093448355,2.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.85,15,0,1,0,6,0.9364303704605507,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,3.74,15,0,1,0,6,0.7426467290540539,2.6,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.2,28,1,0,1,1,0.6821746030407515,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
home services,4.68,11,0,0,1,6,0.8692961878201833,2.4,0,proxy:v1-sales-heuristic-2026-09
local service business,4.6,124,0,1,1,4,0.8888957127695857,2.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.06,41,0,1,1,2,0.9320310413337979,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.99,10,0,1,1,4,0.6554423556395315,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.19,27,1,0,1,1,0.8957349882552775,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.57,28,0,1,0,3,0.5002373564343711,3.6,0,proxy:v1-sales-heuristic-2026-09
home services,4.33,93,0,0,0,5,0.7243505966049042,2.4,0,proxy:v1-sales-heuristic-2026-09
local service business,4.07,12,0,1,1,6,0.9027305320110964,2.6,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.19,57,1,0,0,2,0.8306032861827428,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.72,25,0,1,1,2,0.5072081542358751,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
automotive,3.5,126,0,1,0,4,0.5822565488310278,3.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.02,101,0,1,0,1,0.8051432512688252,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.25,30,0,1,0,6,0.7181009191627518,3.6,1,proxy:v1-sales-heuristic-2026-09
pets,3.76,1483,0,1,1,2,0.7152729232952063,1.5,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.94,42,0,0,1,2,0.9878468928099462,1.6,0,proxy:v1-sales-heuristic-2026-09
fitness,4.65,20,0,1,0,2,0.8139788481323645,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.31,155,1,0,1,3,0.8436715317335314,5.3999999999999995,1,proxy:v1-sales-heuristic-2026-09
food & beverage,5.0,26,1,1,0,5,0.9298070059611633,5.8,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.33,1122,1,1,0,6,0.7495507735672784,4.5,1,proxy:v1-sales-heuristic-2026-09
pets,4.15,14,1,0,1,5,0.753808441530799,5.3999999999999995,0,proxy:v1-sales-heuristic-2026-09
home services,4.35,6,1,1,0,4,0.8219812104097175,6.0,1,proxy:v1-sales-heuristic-2026-09
food & beverage,3.65,45,0,0,0,2,0.8808165246873392,2.4,0,proxy:v1-sales-heuristic-2026-09
local service business,4.32,9,0,0,0,6,0.7669701444943523,1.4,0,proxy:v1-sales-heuristic-2026-09
health care,3.54,82,0,1,0,6,0.8067207474809421,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.53,5,0,1,0,4,0.6838023702339812,3.0,0,proxy:v1-sales-heuristic-2026-09
local service business,4.73,28,0,1,1,5,0.7229892680097977,1.7999999999999998,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.3,86,0,1,1,2,0.9125588130911491,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,3.13,2,0,1,1,3,0.9957018514399528,2.2,0,proxy:v1-sales-heuristic-2026-09
home services,3.62,225,0,1,0,5,0.7752004773675305,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.46,15,0,1,0,3,0.9661549777786156,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.16,28,0,1,1,5,0.7940323607467048,3.6,1,proxy:v1-sales-heuristic-2026-09
legal services,2.67,45,1,0,0,6,0.7519976227366194,4.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.83,54,0,1,1,6,0.716665516969812,2.8000000000000003,1,proxy:v1-sales-heuristic-2026-09
local service business,4.23,33,0,0,0,2,0.6555263968972757,1.4,0,proxy:v1-sales-heuristic-2026-09
local service business,3.7,73,0,1,0,3,0.8000237543286256,2.6,0,proxy:v1-sales-heuristic-2026-09
health care,4.7,1967,0,1,1,3,0.8564863651299952,1.5,0,proxy:v1-sales-heuristic-2026-09
pets,3.78,170,0,1,1,4,0.5686290001548748,3.6,1,proxy:v1-sales-heuristic-2026-09
pets,3.77,43,0,1,1,5,0.9097278394866196,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,4.35,212,0,1,0,2,0.9966971773018141,1.8,0,proxy:v1-sales-heuristic-2026-09
food & beverage,5.0,66,0,1,0,2,0.873434755519473,2.8000000000000003,1,proxy:v1-sales-heuristic-2026-09
automotive,5.0,3,0,1,0,2,0.8302318163639408,2.2,0,proxy:v1-sales-heuristic-2026-09
home services,4.35,433,1,1,0,5,0.6255373104693016,6.0,1,proxy:v1-sales-heuristic-2026-09
home services,4.4,13,0,1,0,6,0.6915151560945542,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.59,127,1,1,0,1,0.8004488244251808,6.6,1,proxy:v1-sales-heuristic-2026-09
health care,3.46,25,1,1,0,6,0.3018536307817026,6.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.5,78,0,1,0,1,0.8684570009324,3.6,1,proxy:v1-sales-heuristic-2026-09
local service business,3.75,11,1,1,0,4,0.6818204225498661,5.6,0,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.33,48,1,1,1,1,0.9456686842909161,6.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.02,18,0,0,1,6,0.948380794568155,2.4,0,proxy:v1-sales-heuristic-2026-09
automotive,4.43,139,0,1,1,5,0.6694980591496085,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.21,39,0,1,0,3,0.734226804918476,3.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,2.46,68,0,1,0,5,0.8780741550282608,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
automotive,4.25,2884,0,1,0,6,0.8304012500055991,1.5,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.5,22,1,1,1,2,0.9402337543030659,6.6,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,4.4,38,0,1,0,4,0.8872555152026078,3.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.09,31,1,0,0,2,0.8476193225433857,5.3999999999999995,0,proxy:v1-sales-heuristic-2026-09
food & beverage,5.0,70,0,1,0,5,0.5963810911924426,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.32,16,0,1,0,4,0.5839795807771573,3.6,0,proxy:v1-sales-heuristic-2026-09
food & beverage,4.39,25,0,1,1,5,0.34480469596153707,3.6,1,proxy:v1-sales-heuristic-2026-09
automotive,4.72,89,0,0,1,4,0.8255042038105594,1.6,0,proxy:v1-sales-heuristic-2026-09
automotive,4.35,601,0,1,0,4,0.9148702061083834,3.0,1,proxy:v1-sales-heuristic-2026-09
beauty & personal care,3.66,46,1,1,1,1,0.9376835799633537,6.6,1,proxy:v1-sales-heuristic-2026-09
legal services,2.81,16,0,1,0,6,0.6484673386137334,2.8000000000000003,0,proxy:v1-sales-heuristic-2026-09
local service business,3.89,8,0,1,0,2,0.9081029222976152,2.6,0,proxy:v1-sales-heuristic-2026-09
local service business,4.57,35,0,0,1,3,0.7479862583050141,1.4,0,proxy:v1-sales-heuristic-2026-09
home services,3.96,94,1,1,0,4,0.9604675348448269,6.6,1,proxy:v1-sales-heuristic-2026-09
home services,4.59,76,1,1,1,6,0.7980974512965651,6.6,1,proxy:v1-sales-heuristic-2026-09
food & beverage,4.23,21,0,1,0,4,0.5609206488362063,3.6,1,proxy:v1-sales-heuristic-2026-09
